z_mm,normalized_temperature_rise
5.780000000000000249e+00,5.548269626705907287e-01
5.790000000000000924e+00,5.579537119495941999e-01
5.800000000000000711e+00,5.610825304699921245e-01
5.810000000000000497e+00,5.642132603117562262e-01
5.820000000000000284e+00,5.673457426051784491e-01
5.830000000000000071e+00,5.704798175439238506e-01
5.840000000000000746e+00,5.736153243982849981e-01
5.850000000000000533e+00,5.767521015286304342e-01
5.860000000000000320e+00,5.798899863990510939e-01
5.870000000000000107e+00,5.830288155911987902e-01
5.880000000000000782e+00,5.861684248183217649e-01
5.890000000000000568e+00,5.893086489394874228e-01
5.900000000000000355e+00,5.924493219740000205e-01
5.910000000000000142e+00,5.955902771160038744e-01
5.920000000000000817e+00,5.987313467492768604e-01
5.930000000000000604e+00,6.018723624622075441e-01
5.940000000000001279e+00,6.050131550629593846e-01
5.950000000000000178e+00,6.081535545948142385e-01
5.960000000000000853e+00,6.112933903517014933e-01
5.970000000000000639e+00,6.144324908939025054e-01
5.980000000000000426e+00,6.175706840639360040e-01
5.990000000000000213e+00,6.207077970026180225e-01
6.000000000000000000e+00,6.238436561652946910e-01
6.010000000000000675e+00,6.269780873382515551e-01
6.020000000000000462e+00,6.301109156552878732e-01
6.030000000000000249e+00,6.332419656144652187e-01
6.040000000000000036e+00,6.363710610950167323e-01
6.050000000000000711e+00,6.394980253744265708e-01
6.060000000000000497e+00,6.426226811456675625e-01
6.070000000000001172e+00,6.457448505346018441e-01
6.080000000000000071e+00,6.488643551175388158e-01
6.090000000000000746e+00,6.519810159389498594e-01
6.100000000000000533e+00,6.550946535293354911e-01
6.110000000000001208e+00,6.582050879232477225e-01
6.120000000000000107e+00,6.613121386774577504e-01
6.130000000000000782e+00,6.644156248892743033e-01
6.140000000000000568e+00,6.675153652150045414e-01
6.150000000000000355e+00,6.706111778885597285e-01
6.160000000000000142e+00,6.737028807401993502e-01
6.169999999999999929e+00,6.767902912154127870e-01
6.180000000000000604e+00,6.798732263939393228e-01
6.190000000000000391e+00,6.829515030089162719e-01
6.200000000000001066e+00,6.860249374661621102e-01
6.209999999999999964e+00,6.890933458635838393e-01
6.220000000000000639e+00,6.921565440107122491e-01
6.230000000000000426e+00,6.952143474483573060e-01
6.240000000000001101e+00,6.982665714683863323e-01
6.250000000000000000e+00,7.013130311336164269e-01
6.260000000000000675e+00,7.043535412978249033e-01
6.270000000000000462e+00,7.073879166258684181e-01
6.280000000000001137e+00,7.104159716139145653e-01
6.290000000000000036e+00,7.134375206097764988e-01
6.300000000000000711e+00,7.164523778333554693e-01
6.310000000000000497e+00,7.194603573971791732e-01
6.320000000000000284e+00,7.224612733270437959e-01
6.330000000000000959e+00,7.254549395827470937e-01
6.339999999999999858e+00,7.284411700789148458e-01
6.350000000000000533e+00,7.314197787059192324e-01
6.360000000000000320e+00,7.343905793508799240e-01
6.370000000000000995e+00,7.373533859187532125e-01
6.379999999999999893e+00,7.403080123534974133e-01
6.390000000000000568e+00,7.432542726593209803e-01
6.400000000000000355e+00,7.461919809220007860e-01
6.410000000000001030e+00,7.491209513302768963e-01
6.419999999999999929e+00,7.520409981973119606e-01
6.430000000000000604e+00,7.549519359822207676e-01
6.440000000000000391e+00,7.578535793116593089e-01
6.450000000000001066e+00,7.607457430014762378e-01
6.460000000000000853e+00,7.636282420784193947e-01
6.470000000000000639e+00,7.665008918018991757e-01
6.480000000000000426e+00,7.693635076857986421e-01
6.490000000000000213e+00,7.722159055203356992e-01
6.500000000000000888e+00,7.750579013939679074e-01
6.509999999999999787e+00,7.778893117153385939e-01
6.520000000000000462e+00,7.807099532352644866e-01
6.530000000000000249e+00,7.835196430687558777e-01
6.540000000000000924e+00,7.863181987170725362e-01
6.550000000000000711e+00,7.891054380898064879e-01
6.560000000000000497e+00,7.918811795269948828e-01
6.570000000000000284e+00,7.946452418212529567e-01
6.580000000000000959e+00,7.973974442399310858e-01
6.590000000000000746e+00,8.001376065472869392e-01
6.600000000000000533e+00,8.028655490266749517e-01
6.610000000000000320e+00,8.055810925027444558e-01
6.620000000000000995e+00,8.082840583636508036e-01
6.630000000000000782e+00,8.109742685832681541e-01
6.640000000000000568e+00,8.136515457434095877e-01
6.650000000000000355e+00,8.163157130560433350e-01
6.660000000000000142e+00,8.189665943855102270e-01
6.670000000000000817e+00,8.216040142707329297e-01
6.680000000000000604e+00,8.242277979474176286e-01
6.690000000000000391e+00,8.268377713702464993e-01
6.700000000000000178e+00,8.294337612350534128e-01
6.710000000000000853e+00,8.320155950009862078e-01
6.720000000000000639e+00,8.345831009126474243e-01
6.730000000000000426e+00,8.371361080222158302e-01
6.740000000000000213e+00,8.396744462115409702e-01
6.750000000000000888e+00,8.421979462142145101e-01
6.760000000000000675e+00,8.447064396376080531e-01
6.770000000000000462e+00,8.471997589848841992e-01
6.780000000000000249e+00,8.496777376769690804e-01
6.790000000000000924e+00,8.521402100744924768e-01
6.800000000000000711e+00,8.545870114996867439e-01
6.810000000000001386e+00,8.570179782582474370e-01
6.820000000000000284e+00,8.594329476611488605e-01
6.830000000000000071e+00,8.618317580464173178e-01
6.840000000000000746e+00,8.642142488008568435e-01
6.850000000000000533e+00,8.665802603817250871e-01
6.860000000000000320e+00,8.689296343383625665e-01
6.870000000000000107e+00,8.712622133337658559e-01
6.880000000000000782e+00,8.735778411661119236e-01
6.890000000000000568e+00,8.758763627902235172e-01
6.900000000000000355e+00,8.781576243389824787e-01
6.910000000000000142e+00,8.804214731446818876e-01
6.920000000000000817e+00,8.826677577603242453e-01
6.930000000000000604e+00,8.848963279808561566e-01
6.940000000000001279e+00,8.871070348643472769e-01
6.950000000000000178e+00,8.892997307531043116e-01
6.960000000000000853e+00,8.914742692947285052e-01
6.970000000000000639e+00,8.936305054631081823e-01
6.980000000000001315e+00,8.957682955793518920e-01
6.990000000000000213e+00,8.978874973326593789e-01
7.000000000000000000e+00,8.999879698011327145e-01
7.010000000000000675e+00,9.020695734725251436e-01
7.020000000000000462e+00,9.041321702649315339e-01
7.030000000000000249e+00,9.061756235474200949e-01
7.040000000000000036e+00,9.081997981606052539e-01
7.050000000000000711e+00,9.102045604371671317e-01
7.060000000000000497e+00,9.121897782223136186e-01
7.070000000000001172e+00,9.141553208941936015e-01
7.080000000000000071e+00,9.161010593842583427e-01
7.090000000000000746e+00,9.180268661975780065e-01
7.100000000000000533e+00,9.199326154331127769e-01
7.110000000000001208e+00,9.218181828039465620e-01
7.120000000000000107e+00,9.236834456574825047e-01
7.130000000000000782e+00,9.255282829956092971e-01
7.140000000000000568e+00,9.273525754948397370e-01
7.150000000000001243e+00,9.291562055264303011e-01
7.160000000000000142e+00,9.309390571764837308e-01
7.169999999999999929e+00,9.327010162660469561e-01
7.180000000000000604e+00,9.344419703712064651e-01
7.190000000000000391e+00,9.361618088431916673e-01
7.200000000000001066e+00,9.378604228284965760e-01
7.209999999999999964e+00,9.395377052890255820e-01
7.220000000000000639e+00,9.411935510222780854e-01
7.230000000000000426e+00,9.428278566815808670e-01
7.240000000000001101e+00,9.444405207963822990e-01
7.250000000000000000e+00,9.460314437926203857e-01
7.260000000000000675e+00,9.476005280131823971e-01
7.270000000000000462e+00,9.491476777384695307e-01
7.280000000000001137e+00,9.506727992070865829e-01
7.290000000000000036e+00,9.521758006366738414e-01
7.300000000000000711e+00,9.536565922449051769e-01
7.310000000000000497e+00,9.551150862706718758e-01
7.320000000000001172e+00,9.565511969954801907e-01
7.330000000000000959e+00,9.579648407650879216e-01
7.339999999999999858e+00,9.593559360114106704e-01
7.350000000000000533e+00,9.607244032747300766e-01
7.360000000000000320e+00,9.620701652262385606e-01
7.370000000000000995e+00,9.633931466909617658e-01
7.379999999999999893e+00,9.646932746710971118e-01
7.390000000000000568e+00,9.659704783698189745e-01
7.400000000000000355e+00,9.672246892155977882e-01
7.410000000000001030e+00,9.684558408870915791e-01
7.420000000000000817e+00,9.696638693386682162e-01
7.430000000000000604e+00,9.708487128266297672e-01
7.440000000000000391e+00,9.720103119362079047e-01
7.450000000000001066e+00,9.731486096094169591e-01
7.460000000000000853e+00,9.742635511738514387e-01
7.470000000000000639e+00,9.753550843725310449e-01
7.480000000000000426e+00,9.764231593949003196e-01
7.490000000000001101e+00,9.774677289091097121e-01
7.500000000000000888e+00,9.784887480957121797e-01
7.509999999999999787e+00,9.794861746829299776e-01
7.520000000000000462e+00,9.804599689836607235e-01
7.530000000000000249e+00,9.814100939344140295e-01
7.540000000000000924e+00,9.823365151363951941e-01
7.550000000000000711e+00,9.832392008989742083e-01
7.560000000000000497e+00,9.841181222858156330e-01
7.570000000000000284e+00,9.849732531639755484e-01
7.580000000000000959e+00,9.858045702563179580e-01
7.590000000000000746e+00,9.866120531976479979e-01
7.600000000000000533e+00,9.873956845950189187e-01
7.610000000000000320e+00,9.881554500927347551e-01
7.620000000000000995e+00,9.888913384426527564e-01
7.630000000000000782e+00,9.896033415804785793e-01
7.640000000000000568e+00,9.902914547088658148e-01
7.650000000000000355e+00,9.909556763882575448e-01
7.660000000000001030e+00,9.915960086365791515e-01
7.670000000000000817e+00,9.922124570390774556e-01
7.680000000000001492e+00,9.928050308698508353e-01
7.690000000000000391e+00,9.933737432269030831e-01
7.700000000000000178e+00,9.939186111829216852e-01
7.710000000000000853e+00,9.944396559544393943e-01
7.720000000000000639e+00,9.949369030926084045e-01
7.730000000000000426e+00,9.954103826995525095e-01
7.740000000000000213e+00,9.958601296751991017e-01
7.750000000000000888e+00,9.962861840007131153e-01
7.760000000000000675e+00,9.966885910662616199e-01
7.770000000000000462e+00,9.970674020529738391e-01
7.780000000000000249e+00,9.974226743818541685e-01
7.790000000000000924e+00,9.977544722463790317e-01
7.800000000000000711e+00,9.980628672510745147e-01
7.810000000000001386e+00,9.983479391863185892e-01
7.820000000000000284e+00,9.986097769812409819e-01
7.830000000000000071e+00,9.988484798940503451e-01
7.840000000000001634e+00,9.990641590261548632e-01
7.850000000000001421e+00,9.992569392898216218e-01
7.860000000000000320e+00,9.994269620317567382e-01
7.870000000000000107e+00,9.995743886429523384e-01
7.879999999999999893e+00,9.996994057252738264e-01
7.890000000000001457e+00,9.998022328732319997e-01
7.900000000000000355e+00,9.998831352310083576e-01
7.910000000000000142e+00,9.999424458647427905e-01
7.919999999999999929e+00,9.999806124207907265e-01
7.930000000000001492e+00,9.999983299128655245e-01
7.940000000000001279e+00,9.999999960824608181e-01
7.950000000000000178e+00,9.999996404800575167e-01
7.959999999999999964e+00,9.999967918321017724e-01
7.970000000000001528e+00,9.999862163451989083e-01
7.980000000000001315e+00,9.999588114798548810e-01
7.990000000000000213e+00,9.999010115688959921e-01
8.000000000000000000e+00,9.997942905696522997e-01
8.010000000000001563e+00,9.996147315669317024e-01
8.020000000000001350e+00,9.993326494733458798e-01
8.030000000000001137e+00,9.989122616483691042e-01
8.040000000000000924e+00,9.983114063665522453e-01
8.050000000000000711e+00,9.974813129657786881e-01
8.060000000000000497e+00,9.963664307889849026e-01
8.070000000000000284e+00,9.949043269930686328e-01
8.080000000000000071e+00,9.930256660557010839e-01
8.089999999999999858e+00,9.906542863890112072e-01
8.100000000000001421e+00,9.877073918326357838e-01
8.110000000000001208e+00,9.840958778656255790e-01
8.120000000000000995e+00,9.797248140258436599e-01
8.130000000000000782e+00,9.744941050994292420e-01
8.140000000000000568e+00,9.682993539507520619e-01
8.150000000000000355e+00,9.610329481847138533e-01
8.160000000000000142e+00,9.525853909243428008e-01
8.169999999999999929e+00,9.428468925897224295e-01
8.180000000000001492e+00,9.317092354214832062e-01
8.190000000000001279e+00,9.190679153647099975e-01
8.200000000000001066e+00,9.048245566218530156e-01
8.210000000000000853e+00,8.888895825751056412e-01
8.220000000000000639e+00,8.711851128579974901e-01
8.230000000000000426e+00,8.516480402606507738e-01
8.240000000000000213e+00,8.302332232114955080e-01
8.250000000000000000e+00,8.069167103484653492e-01
8.259999999999999787e+00,7.816988939961047045e-01
8.270000000000001350e+00,7.546074703048957222e-01
8.280000000000001137e+00,7.257000667725227450e-01
8.290000000000000924e+00,6.950663844952639225e-01
8.300000000000000711e+00,6.628296946268383838e-01
8.310000000000002274e+00,6.291475280759089017e-01
8.320000000000000284e+00,5.942114063195238494e-01
8.330000000000000071e+00,5.582454809659533890e-01
8.339999999999999858e+00,5.215039815115645183e-01
8.350000000000001421e+00,4.842674150258916010e-01
8.360000000000001208e+00,4.468375177285965894e-01
8.370000000000000995e+00,4.095310248806435238e-01
8.380000000000000782e+00,3.726723990835892342e-01
8.390000000000000568e+00,3.365857336186353632e-01
8.400000000000000355e+00,3.015861213151125320e-01
8.410000000000000142e+00,2.679708441746517233e-01
8.419999999999999929e+00,2.360107877505355500e-01
8.429999999999999716e+00,2.059425105140926249e-01
8.440000000000001279e+00,1.779613966045134610e-01
8.450000000000001066e+00,1.522162868117219459e-01
8.460000000000000853e+00,1.288059163836872689e-01
8.470000000000000639e+00,1.077773914941970723e-01
8.480000000000002203e+00,8.912681462843244362e-02
8.490000000000000213e+00,7.280203170114110667e-02
8.500000000000000000e+00,5.870733200412114189e-02
8.509999999999999787e+00,4.670979918943295173e-02
8.520000000000001350e+00,3.664690057048015925e-02
8.530000000000001137e+00,2.833482457929176537e-02
8.540000000000000924e+00,2.157704054352799564e-02
8.550000000000000711e+00,1.617256483064440434e-02
8.560000000000000497e+00,1.192347143386065372e-02
8.570000000000002061e+00,8.641276655240243826e-03
8.580000000000000071e+00,6.151945721249083704e-03
8.589999999999999858e+00,4.299400124594364436e-03
8.599999999999999645e+00,2.947533485309451924e-03
8.610000000000001208e+00,1.980857185672115200e-03
8.620000000000000995e+00,1.303984378418130601e-03
8.630000000000000782e+00,8.402158988103607248e-04
8.640000000000000568e+00,5.295126331167560648e-04
8.650000000000002132e+00,3.261290189795256140e-04
8.660000000000000142e+00,1.961480939145695277e-04
8.669999999999999929e+00,1.151084355441219371e-04
8.679999999999999716e+00,6.585647784018987564e-05
8.690000000000001279e+00,3.670210490547794256e-05
8.700000000000001066e+00,1.990720637041303845e-05
8.710000000000000853e+00,1.049965828322374376e-05
8.720000000000000639e+00,5.380182067832589367e-06
8.730000000000000426e+00,2.675962352332250470e-06
8.740000000000001990e+00,1.290687959185035651e-06
8.750000000000000000e+00,6.031293773471046171e-07
8.759999999999999787e+00,2.727910278718246646e-07
8.769999999999999574e+00,1.193040283981838256e-07
8.780000000000001137e+00,5.040263180206500992e-08
8.790000000000000924e+00,2.054871255061708444e-08
8.800000000000000711e+00,8.076106945939447301e-09
8.810000000000000497e+00,3.056685665441258404e-09
8.820000000000002061e+00,1.112931562375200039e-09
8.830000000000001847e+00,3.893903618881415302e-10
8.839999999999999858e+00,1.307746224810013099e-10
8.849999999999999645e+00,4.211124789330277450e-11
8.860000000000001208e+00,1.298722104549065101e-11
8.870000000000000995e+00,3.831574148178135077e-12
8.880000000000000782e+00,1.080121838153763991e-12
8.890000000000000568e+00,2.905939696958584078e-13
8.900000000000000355e+00,7.452376336016167080e-14
8.910000000000001918e+00,1.819555919116623651e-14
8.920000000000001705e+00,4.224338353976771506e-15
8.929999999999999716e+00,9.313800182922367929e-16
8.939999999999999503e+00,1.947665454952524855e-16
8.950000000000001066e+00,3.857956397986947750e-17
8.960000000000000853e+00,7.229096404413328617e-18
8.970000000000000639e+00,1.279719024188228320e-18
8.980000000000000426e+00,2.137278874055777351e-19
8.990000000000001990e+00,3.363005826093819628e-20
9.000000000000001776e+00,4.978627459798046370e-21
9.009999999999999787e+00,6.924600712620330786e-22
9.019999999999999574e+00,9.035708342160599186e-23
9.030000000000001137e+00,1.104544005482502995e-23
9.040000000000000924e+00,1.263048044666975850e-24
9.050000000000000711e+00,1.349047007325722287e-25
9.060000000000000497e+00,1.343849453334899629e-26
9.070000000000000284e+00,1.246602609946350180e-27
9.080000000000001847e+00,1.075197967305411436e-28
9.090000000000001634e+00,8.608995280610564628e-30
9.099999999999999645e+00,6.388991003205599278e-31
9.109999999999999432e+00,4.387644783125984509e-32
9.120000000000000995e+00,2.783845068608865365e-33
9.130000000000000782e+00,1.629144185725834777e-34
9.140000000000000568e+00,8.779153854500366687e-36
9.150000000000000355e+00,4.349042288651462136e-37
9.160000000000001918e+00,1.977164947729058775e-38
9.170000000000001705e+00,8.234784225458279042e-40
9.180000000000001492e+00,3.136639398875549797e-41
9.189999999999999503e+00,1.090722390118705418e-42
9.200000000000001066e+00,3.456420214830486879e-44
9.210000000000000853e+00,9.963641305424156909e-46
9.220000000000000639e+00,2.607933833759008845e-47
9.230000000000000426e+00,6.186724623263426593e-49
9.240000000000000213e+00,1.327701977112402306e-50
9.250000000000001776e+00,2.572746081288286922e-52
9.260000000000001563e+00,4.492847472457443669e-54
9.269999999999999574e+00,7.057286562592139967e-56
9.279999999999999361e+00,9.951739803707799401e-58
9.290000000000000924e+00,1.257332769455694649e-59
9.300000000000000711e+00,1.420453736210398826e-61
9.310000000000000497e+00,1.432043237629397578e-63
9.320000000000000284e+00,1.285744652418701124e-65
9.330000000000001847e+00,1.025961516948795256e-67
9.340000000000001634e+00,7.260794331364805548e-70
9.350000000000001421e+00,4.547823943233354166e-72
9.359999999999999432e+00,2.515764861626270099e-74
9.370000000000000995e+00,1.226463115089376140e-76
9.380000000000000782e+00,5.257978362745639190e-79
9.390000000000000568e+00,1.977950477413109609e-81
9.400000000000000355e+00,6.514594997600385037e-84
9.410000000000000142e+00,1.874426761132784045e-86
9.420000000000001705e+00,4.700919292447705328e-89
9.430000000000001492e+00,1.025286237390287455e-91
9.440000000000001279e+00,1.940263562491406888e-94
9.449999999999999289e+00,3.178522765082421928e-97
9.460000000000000853e+00,4.497022954917039979e-100
9.470000000000000639e+00,5.481970158961936535e-103
9.480000000000000426e+00,5.744166447626264578e-106
9.490000000000000213e+00,5.161233673662984683e-109
9.500000000000001776e+00,3.967015529050826079e-112
9.510000000000001563e+00,2.601933440916525208e-115
9.520000000000001350e+00,1.452709213882010649e-118
9.530000000000001137e+00,6.886998865532300316e-122
9.540000000000000924e+00,2.765406428675594757e-125
9.550000000000000711e+00,9.381333973072046224e-129
9.560000000000000497e+00,2.681860105609220190e-132
9.570000000000000284e+00,6.443961224454163205e-136
9.580000000000000071e+00,1.298029337377765200e-139
9.590000000000001634e+00,2.186203137844668645e-143
9.600000000000001421e+00,3.070581578705865217e-147
9.610000000000001208e+00,3.586861870579841557e-151
9.619999999999999218e+00,3.475380382391258952e-155
9.630000000000000782e+00,2.785502293058697263e-159
9.640000000000000568e+00,1.841738470209230230e-163
9.650000000000000355e+00,1.001787022954112873e-167
9.660000000000000142e+00,4.470288111335194225e-172
9.670000000000001705e+00,1.631878694408830194e-176
9.680000000000001492e+00,4.859615739533211466e-181
9.690000000000001279e+00,1.177164069368012463e-185
9.700000000000001066e+00,2.312822035523840648e-190
9.710000000000000853e+00,3.674993148500542347e-195
9.720000000000000639e+00,4.708783016766762829e-200
9.730000000000000426e+00,4.850842078473567610e-205
9.740000000000000213e+00,4.005807962437542876e-210
9.750000000000000000e+00,2.643781581542512070e-215
9.760000000000001563e+00,1.390308211864397167e-220
9.770000000000001350e+00,5.807964337975507962e-226
9.780000000000001137e+00,1.921458624707520228e-231
9.790000000000000924e+00,5.018672920657233585e-237
9.800000000000000711e+00,1.031676673303375742e-242
9.810000000000000497e+00,1.663913937780111429e-248
9.820000000000000284e+00,2.098823145056429594e-254
9.830000000000000071e+00,2.063922039875994032e-260
9.840000000000001634e+00,1.577202314217549343e-266
9.850000000000001421e+00,9.335807280446711269e-273
9.860000000000001208e+00,4.266481167416629126e-279
9.870000000000000995e+00,1.500423367182755592e-285
9.880000000000000782e+00,4.047117213650973229e-292
9.890000000000000568e+00,8.344821369553127226e-299
9.900000000000000355e+00,1.310896115351059150e-305
9.910000000000000142e+00,1.563613741322755406e-312
9.919999999999999929e+00,1.411298517345520753e-319
9.930000000000001492e+00,0.000000000000000000e+00
9.940000000000001279e+00,0.000000000000000000e+00
9.950000000000001066e+00,0.000000000000000000e+00
9.960000000000000853e+00,0.000000000000000000e+00
9.970000000000000639e+00,0.000000000000000000e+00
9.980000000000000426e+00,0.000000000000000000e+00
9.990000000000000213e+00,0.000000000000000000e+00
1.000000000000000000e+01,0.000000000000000000e+00
