wavelength_nm,power_17_mW_dbm,power_73_mW_dbm,power_131_mW_dbm,power_188_mW_dbm,power_244_mW_dbm,power_296_mW_dbm,power_344_mW_dbm,power_367_mW_dbm
1548.4567,nan,-37.172932,-39.481203,-39.067669,nan,nan,nan,-38.646617
1548.4654,nan,-37.218045,-39.421053,-39.112782,nan,nan,nan,-38.676692
1548.474,nan,-37.338346,-38.819549,-39.142857,-38.887218,nan,nan,-38.706767
1548.4827,nan,-37.556391,-38.827068,-39.195489,-38.909774,nan,nan,-38.736842
1548.4913,nan,-37.804511,-38.834586,-39.24812,-38.924812,nan,nan,-38.744361
1548.5,nan,-38.037594,-38.842105,-39.285714,-38.932331,-38.857143,nan,-38.759398
1548.5087,nan,-38.120301,-39.052632,-39.293233,-38.93985,-38.857143,nan,-38.781955
1548.5173,nan,-38.330827,-39.075188,-39.278195,-38.93985,-38.857143,nan,-38.781955
1548.526,nan,-39.804511,-39.112782,-39.278195,-38.93985,nan,nan,-38.781955
1548.5346,nan,-40.330827,-39.390977,-39.263158,-38.93985,nan,nan,-38.796992
1548.5433,nan,-40.691729,-39.533835,-39.24812,-38.932331,nan,nan,-38.827068
1548.5519,nan,-40.984962,-39.691729,-39.255639,-38.932331,nan,nan,-38.857143
1548.5606,nan,-41.315789,-39.902256,-39.285714,-38.954887,nan,nan,-38.887218
1548.5692,nan,-41.714286,-40.090226,nan,-39,nan,nan,-38.917293
1548.5779,nan,-42.030075,-40.233083,-39.526316,nan,nan,nan,-38.93985
1548.5865,nan,-42.150376,-40.315789,-39.646617,nan,nan,nan,-38.947368
1548.5952,nan,-42.210526,-40.368421,-39.796992,-39.398496,nan,nan,-38.969925
1548.6038,nan,-42.233083,-40.398496,-39.879699,-39.473684,-39.180451,nan,-38.992481
1548.6125,nan,-42.150376,-40.473684,-40,-39.533835,-39.218045,nan,-39.030075
1548.6211,nan,-41.962406,-40.481203,-40.067669,-39.62406,-39.270677,nan,-39.052632
1548.6298,nan,-41.518797,-40.488722,-40.112782,-39.676692,-39.293233,nan,-39.067669
1548.6384,nan,-41.345865,-40.473684,-40.150376,-39.714286,-39.330827,-39.022556,-39.097744
1548.6471,nan,-41.12782,-40.428571,-40.172932,-39.75188,-39.368421,-39.045113,-39.142857
1548.6557,nan,-40.947368,-40.413534,-40.18797,-39.81203,-39.406015,-39.06015,-39.18797
1548.6644,nan,-38.804511,-39.541353,-40.18797,-39.834586,-39.451128,-39.067669,-39.18797
1548.673,nan,-38.548872,-39.548872,-40.172932,-39.857143,-39.496241,-41.609023,-39.172932
1548.6817,nan,-38.293233,-39.007519,-40.150376,-39.857143,-39.518797,-39.300752,-39.195489
1548.6903,nan,-38.135338,-38.977444,-40.12782,-39.834586,nan,-39.37594,-39.218045
1548.699,nan,-37.789474,-38.969925,-40.097744,-39.827068,nan,-39.421053,-39.240602
1548.7076,nan,-37.473684,-38.977444,-40.015038,-39.834586,nan,-39.458647,-39.278195
1548.7163,nan,-37.090226,-39,nan,-39.842105,nan,-39.496241,-39.323308
1548.7249,nan,-36.781955,-39,nan,nan,-39.654135,-39.526316,-39.345865
1548.7336,nan,-36.533835,-39.030075,nan,nan,-39.691729,-39.56391,-39.390977
1548.7422,nan,-36.323308,-39.067669,nan,nan,-39.774436,-39.578947,-39.421053
1548.7509,nan,-36.12782,-39.105263,nan,nan,-39.81203,-39.601504,-39.458647
1548.7595,nan,-35.864662,-39.18797,nan,nan,-39.857143,-39.609023,-39.503759
1548.7682,nan,-35.729323,-39.661654,nan,nan,-39.909774,nan,-39.533835
1548.7768,nan,-35.62406,-39.721805,nan,nan,-39.962406,nan,-39.62406
1548.7855,nan,-35.533835,-39.87218,nan,-40.218045,-40.037594,nan,-39.917293
1548.7941,nan,-35.496241,-40.93985,nan,-40.255639,-40.06015,nan,-39.684211
1548.8028,nan,-35.451128,-41.067669,-40.496241,-40.285714,-40.075188,nan,-39.729323
1548.8114,nan,-35.43609,-41.225564,-40.578947,-40.300752,-40.097744,nan,-39.781955
1548.8201,nan,-35.428571,-41.37594,-40.601504,-40.308271,nan,nan,-39.81203
1548.8287,nan,-35.421053,-41.473684,-40.616541,-40.315789,nan,nan,-39.834586
1548.8374,nan,-35.421053,-41.473684,-40.62406,-40.338346,nan,nan,-39.917293
1548.846,nan,-35.428571,-41.473684,-40.631579,-40.345865,nan,-40.180451,-39.969925
1548.8547,nan,-35.428571,-41.451128,-40.62406,-40.338346,nan,-40.203008,-39.992481
1548.8633,nan,-35.443609,-41.353383,-40.616541,-40.308271,nan,-40.233083,-40.015038
1548.872,nan,-35.466165,-41.240602,-40.586466,-39.857143,nan,-40.240602,-40.030075
1548.8806,nan,-35.488722,-41.06015,-40.503759,-39.842105,nan,-40.255639,-40.105263
1548.8893,nan,-35.541353,-40.93985,-40.473684,-39.842105,nan,-40.255639,-40.135338
1548.8979,nan,-35.571429,-40.421053,nan,-39.834586,nan,-40.255639,-40.142857
1548.9066,nan,-35.774436,-39.481203,-39.654135,-39.834586,-40.368421,nan,-40.157895
1548.9152,nan,-35.879699,-39.383459,-39.639098,-39.842105,-40.406015,nan,-40.142857
1548.9239,nan,-35.977444,-39.255639,-39.631579,-39.849624,-40.421053,nan,-40.120301
1548.9325,nan,-36.075188,-39.172932,-39.631579,-39.857143,-40.428571,nan,-40.097744
1548.9412,nan,-36.165414,-39.052632,-39.639098,-39.879699,-40.451128,nan,-40.097744
1548.9498,nan,-36.255639,-38.879699,-39.654135,-39.887218,-40.451128,nan,-40.105263
1548.9585,nan,-36.353383,-38.759398,-39.684211,-39.932331,-40.458647,nan,-40.112782
1548.9671,nan,-36.473684,-38.736842,-39.706767,nan,-40.458647,-40.180451,-40.112782
1548.9758,nan,-36.578947,-38.721805,-39.796992,-40.639098,-40.481203,nan,-40.120301
1548.9844,nan,-36.691729,-38.736842,-39.857143,-40.669173,-40.496241,nan,-40.135338
1548.9931,nan,-36.804511,-38.774436,-40.849624,-40.661654,nan,nan,-40.180451
1549.0017,nan,-36.93985,-38.887218,-41.015038,-40.661654,-39.962406,-40.451128,-40.240602
1549.0104,nan,-37.067669,-38.962406,-41.06015,-40.661654,-39.954887,nan,-40.308271
1549.019,nan,-37.255639,-39.293233,-41.150376,-40.669173,-39.954887,nan,-40.345865
1549.0277,nan,-37.406015,-39.428571,-41.203008,-40.669173,-39.962406,nan,-40.383459
1549.0363,nan,-37.586466,-39.481203,-41.338346,-40.669173,-39.992481,nan,-40.421053
1549.045,nan,-37.759398,-39.646617,-41.406015,-40.654135,-40.015038,nan,-40.473684
1549.0536,nan,-37.954887,-39.864662,-41.443609,nan,-40.037594,-40.345865,-40.496241
1549.0623,nan,-38.142857,-40.781955,-41.43609,nan,-40.067669,-40.345865,-40.518797
1549.0709,nan,-38.323308,-41.75188,-41.368421,nan,-40.075188,-40.330827,-40.496241
1549.0796,nan,-38.548872,-41.947368,-41.18797,nan,-40.082707,-40.293233,-40.473684
1549.0882,nan,-38.774436,-42.037594,-41.165414,nan,-40.691729,-40.24812,-40.43609
1549.0969,nan,-39.007519,-42.112782,-41.142857,-40.030075,-40.706767,-40.203008,-40.390977
1549.1055,nan,-39.172932,-42.270677,-41.045113,-40.06015,-40.714286,-40.180451,-40.368421
1549.1142,nan,-39.308271,-42.345865,-40.917293,-40.090226,-40.706767,-40.180451,-40.345865
1549.1228,nan,-39.496241,-42.300752,-39.93985,nan,-40.714286,-40.180451,-40.345865
1549.1315,nan,-39.548872,-42.263158,-39.894737,-40.902256,-40.736842,-40.466165,-40.308271
1549.1401,nan,nan,-42.210526,-39.902256,-40.954887,-40.759398,-40.473684,-40.315789
1549.1488,nan,nan,-42.022556,-39.864662,-41.06015,-40.774436,-40.541353,-40.338346
1549.1574,nan,nan,-41.93985,-39.81203,-41.097744,-40.789474,-40.593985,-40.406015
1549.1661,nan,nan,-41.849624,-39.796992,-41.12782,nan,-40.639098,-40.43609
1549.1747,nan,nan,-41.721805,-39.781955,-41.150376,nan,-40.691729,-40.451128
1549.1834,nan,nan,-41.631579,-39.819549,-41.293233,nan,-40.721805,-40.661654
1549.192,nan,nan,-39.586466,-39.93985,-41.338346,nan,-40.736842,-40.586466
