wavelength_nm,power_0_mW_dbm,power_17_mW_dbm,power_73_mW_dbm,power_131_mW_dbm,power_188_mW_dbm,power_244_mW_dbm,power_296_mW_dbm,power_344_mW_dbm,power_367_mW_dbm
1546.7062,-43.850386,-43.941638,-43.918387,-43.949766,-43.96353,-43.850004,-43.859467,-43.894056,-43.884957
1546.7094,-43.861784,-43.923852,-43.901362,-43.957695,-43.956482,-43.848393,-43.852538,-43.880997,-43.872645
1546.7125,-43.876015,-43.903245,-43.883596,-43.963194,-43.946939,-43.849625,-43.848186,-43.869028,-43.86181
1546.7156,-43.892282,-43.880763,-43.865889,-43.965868,-43.935287,-43.853647,-43.846618,-43.8587,-43.852953
1546.7188,-43.909647,-43.857462,-43.849046,-43.96546,-43.922026,-43.860276,-43.847913,-43.850489,-43.846486
1546.7219,-43.927082,-43.83445,-43.833838,-43.961872,-43.907744,-43.869201,-43.852019,-43.844781,-43.842714
1546.725,-43.943524,-43.812827,-43.820965,-43.955177,-43.893084,-43.879998,-43.858749,-43.841845,-43.841819
1546.7281,-43.957935,-43.793633,-43.811024,-43.945609,-43.878715,-43.892144,-43.867794,-43.841828,-43.843854
1546.7313,-43.96937,-43.777793,-43.804479,-43.933559,-43.865297,-43.90504,-43.878725,-43.84474,-43.848737
1546.7344,-43.977041,-43.766074,-43.801643,-43.919552,-43.853447,-43.918037,-43.891019,-43.850459,-43.856251
1546.7375,-43.980366,-43.759054,-43.802657,-43.904218,-43.843714,-43.930468,-43.904075,-43.85873,-43.866055
1546.7406,-43.979021,-43.757089,-43.807488,-43.888259,-43.836549,-43.941682,-43.917242,-43.869173,-43.877693
1546.7438,-43.97296,-43.760296,-43.815924,-43.872412,-43.832291,-43.951077,-43.929853,-43.881302,-43.890616
1546.7469,-43.962427,-43.768549,-43.827576,-43.857413,-43.831144,-43.958137,-43.941256,-43.89454,-43.904201
1546.75,-43.94794,-43.781472,-43.841899,-43.843962,-43.833173,-43.962457,-43.950849,-43.908249,-43.917785
1546.7531,-43.930262,-43.798453,-43.858204,-43.832685,-43.838297,-43.963771,-43.958115,-43.921754,-43.930692
1546.7562,-43.910351,-43.818663,-43.875691,-43.824111,-43.846291,-43.961971,-43.962649,-43.934382,-43.94227
1546.7594,-43.889299,-43.841086,-43.893483,-43.818647,-43.856795,-43.957109,-43.964186,-43.945493,-43.951925
1546.7625,-43.86827,-43.864563,-43.910666,-43.816558,-43.869325,-43.949399,-43.962614,-43.954516,-43.959153
1546.7656,-43.848427,-43.887845,-43.926338,-43.817957,-43.883295,-43.939204,-43.957984,-43.960979,-43.963572
1546.7687,-43.830869,-43.909656,-43.939657,-43.822797,-43.898043,-43.927018,-43.950509,-43.96454,-43.964941
1546.7719,-43.81657,-43.928762,-43.949886,-43.830874,-43.912857,-43.913435,-43.940546,-43.965003,-43.963177
1546.775,-43.80633,-43.944045,-43.956444,-43.841832,-43.927014,-43.899119,-43.928586,-43.962336,-43.95836
1546.7781,-43.800733,-43.954573,-43.958937,-43.855178,-43.939813,-43.884769,-43.915218,-43.956668,-43.95073
1546.7812,-43.800113,-43.959663,-43.957185,-43.870299,-43.950615,-43.871082,-43.901099,-43.948285,-43.940671
1546.7844,-43.804539,-43.95893,-43.951238,-43.88649,-43.958878,-43.858722,-43.886923,-43.937612,-43.928692
1546.7875,-43.813802,-43.952318,-43.941371,-43.902985,-43.964186,-43.848284,-43.873379,-43.92519,-43.915393
1546.7906,-43.827424,-43.940104,-43.928071,-43.918994,-43.966278,-43.840273,-43.861126,-43.911644,-43.90144
1546.7938,-43.844668,-43.922883,-43.912005,-43.933743,-43.965058,-43.835078,-43.850754,-43.897651,-43.887523
1546.7969,-43.864571,-43.901531,-43.893982,-43.946512,-43.960608,-43.832957,-43.842762,-43.883904,-43.874325
1546.8,-43.885987,-43.877149,-43.874908,-43.956679,-43.953176,-43.834029,-43.837538,-43.871076,-43.862488
1546.8031,-43.90764,-43.850996,-43.855735,-43.963753,-43.943167,-43.838267,-43.835339,-43.859792,-43.852583
1546.8063,-43.928195,-43.824414,-43.837412,-43.967404,-43.931113,-43.845499,-43.836285,-43.850595,-43.845086
1546.8094,-43.946336,-43.798755,-43.820839,-43.967482,-43.917649,-43.855418,-43.840354,-43.843929,-43.840357
1546.8125,-43.96085,-43.775309,-43.806821,-43.964027,-43.903473,-43.867594,-43.847382,-43.840115,-43.83863
1546.8156,-43.970706,-43.755246,-43.796038,-43.957263,-43.889308,-43.881489,-43.85707,-43.839344,-43.839997
1546.8187,-43.975137,-43.739555,-43.789014,-43.947588,-43.875869,-43.896486,-43.869001,-43.841666,-43.844415
1546.8219,-43.973692,-43.729011,-43.786095,-43.935548,-43.863825,-43.911915,-43.882655,-43.846993,-43.8517
1546.825,-43.966282,-43.724138,-43.787437,-43.921802,-43.853768,-43.927085,-43.897431,-43.8551,-43.861541
1546.8281,-43.953188,-43.725194,-43.793002,-43.907087,-43.84619,-43.941319,-43.912679,-43.865642,-43.873516
1546.8312,-43.93505,-43.732154,-43.802561,-43.892176,-43.841459,-43.953988,-43.927728,-43.878161,-43.887103
1546.8344,-43.912822,-43.744717,-43.815697,-43.877838,-43.839808,-43.964545,-43.94192,-43.892114,-43.901714
1546.8375,-43.887712,-43.762312,-43.831832,-43.864798,-43.841325,-43.972552,-43.954645,-43.906894,-43.916715
1546.8406,-43.861106,-43.78412,-43.850242,-43.853705,-43.845955,-43.97771,-43.965369,-43.921863,-43.931461
1546.8438,-43.834477,-43.809108,-43.870098,-43.845104,-43.853499,-43.979864,-43.973666,-43.936377,-43.945323
1546.8469,-43.809299,-43.836069,-43.890496,-43.839411,-43.863628,-43.979022,-43.97924,-43.949825,-43.957728
1546.85,-43.786966,-43.863684,-43.910507,-43.836899,-43.875897,-43.97534,-43.981936,-43.961654,-43.96818
1546.8531,-43.768716,-43.890579,-43.929221,-43.837691,-43.889765,-43.969121,-43.981751,-43.971402,-43.97629
1546.8563,-43.755566,-43.915405,-43.945795,-43.841751,-43.904627,-43.960785,-43.978828,-43.97872,-43.981796
1546.8594,-43.748263,-43.936914,-43.959504,-43.848898,-43.919832,-43.950849,-43.973445,-43.983387,-43.98457
1546.8625,-43.747246,-43.954035,-43.969776,-43.858808,-43.934727,-43.939893,-43.965997,-43.985323,-43.98463
1546.8656,-43.752618,-43.965941,-43.976229,-43.871034,-43.948681,-43.928525,-43.956967,-43.984589,-43.982126
1546.8688,-43.764139,-43.972106,-43.978687,-43.885028,-43.961123,-43.917355,-43.9469,-43.981376,-43.977334
1546.8719,-43.781221,-43.972339,-43.977194,-43.900167,-43.971568,-43.906954,-43.93637,-43.975993,-43.970633
1546.875,-43.80295,-43.966795,-43.972002,-43.915783,-43.979644,-43.897837,-43.925947,-43.968846,-43.96248
1546.8781,-43.828115,-43.955962,-43.963552,-43.931199,-43.985108,-43.890432,-43.91617,-43.960408,-43.95338
1546.8812,-43.855261,-43.940622,-43.952444,-43.945762,-43.987859,-43.885071,-43.907522,-43.951194,-43.943862
1546.8844,-43.882753,-43.921796,-43.939396,-43.958877,-43.987936,-43.881973,-43.900406,-43.941726,-43.934445
1546.8875,-43.908866,-43.900674,-43.925197,-43.970036,-43.985513,-43.881239,-43.895131,-43.932511,-43.92561
1546.8906,-43.931884,-43.878536,-43.910665,-43.978849,-43.980883,-43.882859,-43.891904,-43.924013,-43.917784
1546.8937,-43.950217,-43.856677,-43.896596,-43.985057,-43.974434,-43.886709,-43.890821,-43.916631,-43.911317
1546.8969,-43.962505,-43.836328,-43.883724,-43.988544,-43.966627,-43.892568,-43.891874,-43.910683,-43.906469
1546.9,-43.967732,-43.818598,-43.872689,-43.989341,-43.95796,-43.900132,-43.894951,-43.906396,-43.903407
1546.9031,-43.965306,-43.804414,-43.864007,-43.987614,-43.948944,-43.909032,-43.899854,-43.903903,-43.902197
1546.9062,-43.955116,-43.794484,-43.858049,-43.983651,-43.940067,-43.918856,-43.906308,-43.903237,-43.902813
1546.9094,-43.937547,-43.78927,-43.855034,-43.977834,-43.931779,-43.929172,-43.913982,-43.904343,-43.905143
1546.9125,-43.913463,-43.788969,-43.85502,-43.970617,-43.924459,-43.93955,-43.922509,-43.907081,-43.908999
1546.9156,-43.884146,-43.793512,-43.857916,-43.962488,-43.918409,-43.949588,-43.931509,-43.911245,-43.914137
1546.9188,-43.851204,-43.802574,-43.863487,-43.953945,-43.913839,-43.95893,-43.940606,-43.916578,-43.920268
1546.9219,-43.816471,-43.815592,-43.871377,-43.94546,-43.910863,-43.967282,-43.949453,-43.922786,-43.927086
1546.925,-43.78188,-43.8318,-43.881133,-43.937458,-43.909502,-43.974424,-43.957746,-43.929566,-43.934279
1546.9281,-43.749352,-43.850271,-43.892232,-43.930296,-43.909691,-43.980219,-43.965238,-43.936614,-43.941552
1546.9313,-43.720688,-43.869966,-43.904114,-43.924243,-43.911289,-43.984608,-43.971751,-43.943652,-43.948641
1546.9344,-43.697472,-43.889802,-43.916218,-43.919477,-43.914095,-43.98761,-43.977176,-43.950438,-43.955327
1546.9375,-43.680996,-43.90871,-43.928009,-43.916083,-43.917868,-43.98931,-43.981471,-43.956776,-43.961443
1546.9406,-43.672197,-43.925709,-43.939017,-43.914051,-43.922343,-43.989842,-43.984657,-43.962528,-43.966879
1546.9437,-43.671612,-43.939962,-43.948853,-43.913292,-43.927254,-43.989373,-43.986807,-43.96761,-43.971581
1546.9469,-43.679348,-43.950841,-43.957237,-43.91365,-43.932353,-43.988086,-43.988026,-43.971991,-43.975543
1546.95,-43.695064,-43.957957,-43.964005,-43.914921,-43.937422,-43.986158,-43.988442,-43.975685,-43.978803
1546.9531,-43.717972,-43.961194,-43.969107,-43.916872,-43.942294,-43.983747,-43.988182,-43.978743,-43.981422
1546.9562,-43.746852,-43.960704,-43.972608,-43.919264,-43.946852,-43.980974,-43.987361,-43.981233,-43.983474
1546.9594,-43.78009,-43.95689,-43.974664,-43.921876,-43.951039,-43.977917,-43.986065,-43.983227,-43.985029
1546.9625,-43.815737,-43.950373,-43.975504,-43.924518,-43.954852,-43.974605,-43.984341,-43.984787,-43.986139
1546.9656,-43.8516,-43.941933,-43.975401,-43.927054,-43.958336,-43.971019,-43.982192,-43.985948,-43.986822
1546.9688,-43.885351,-43.932444,-43.97464,-43.929404,-43.961568,-43.967097,-43.979575,-43.986706,-43.987058
1546.9719,-43.914676,-43.922812,-43.973486,-43.931558,-43.964644,-43.962747,-43.976406,-43.987012,-43.986777
1546.975,-43.937426,-43.913895,-43.97216,-43.933564,-43.967658,-43.957859,-43.972569,-43.986769,-43.985864
1546.9781,-43.951787,-43.906445,-43.970812,-43.935527,-43.970684,-43.952324,-43.967931,-43.985832,-43.984166
1546.9813,-43.95643,-43.901051,-43.9695,-43.937594,-43.973757,-43.946054,-43.962358,-43.984018,-43.981496
1546.9844,-43.950636,-43.898093,-43.96819,-43.939931,-43.976856,-43.938998,-43.955734,-43.98112,-43.977655
1546.9875,-43.934372,-43.897712,-43.966746,-43.942702,-43.979894,-43.931163,-43.947984,-43.976923,-43.972449
1546.9906,-43.908307,-43.899798,-43.964942,-43.946045,-43.982708,-43.922624,-43.939091,-43.971226,-43.965711
1546.9938,-43.87377,-43.903985,-43.962482,-43.950047,-43.985063,-43.913534,-43.929113,-43.963866,-43.957325
1546.9969,-43.832646,-43.909679,-43.959023,-43.954723,-43.986655,-43.904127,-43.918191,-43.95474,-43.947246
1547,-43.787243,-43.916083,-43.954207,-43.959995,-43.987128,-43.894713,-43.906559,-43.943829,-43.93552
1547.0031,-43.740122,-43.922262,-43.947703,-43.965677,-43.986096,-43.885664,-43.89454,-43.931213,-43.922295
1547.0062,-43.693931,-43.927199,-43.93924,-43.971475,-43.983168,-43.877402,-43.882537,-43.917085,-43.907832
1547.0094,-43.651243,-43.929881,-43.928647,-43.976987,-43.977981,-43.870371,-43.871019,-43.90175,-43.8925
1547.0125,-43.614421,-43.929383,-43.915885,-43.981714,-43.970235,-43.86501,-43.860495,-43.885628,-43.876767
1547.0156,-43.585494,-43.924952,-43.901069,-43.985082,-43.959725,-43.861725,-43.851491,-43.869237,-43.861187
1547.0187,-43.566075,-43.916088,-43.884483,-43.986479,-43.946375,-43.860855,-43.844516,-43.853173,-43.846372
1547.0219,-43.557279,-43.902599,-43.866581,-43.985287,-43.930255,-43.862639,-43.84003,-43.838087,-43.832965
1547.025,-43.559684,-43.884646,-43.847969,-43.980934,-43.911604,-43.867192,-43.838407,-43.824646,-43.821603
1547.0281,-43.573285,-43.862751,-43.829385,-43.972942,-43.890829,-43.874472,-43.839907,-43.813503,-43.812883
1547.0312,-43.597478,-43.837778,-43.81166,-43.96097,-43.868498,-43.884265,-43.844641,-43.805255,-43.807323
1547.0344,-43.631054,-43.810888,-43.795673,-43.944863,-43.845324,-43.896169,-43.852547,-43.800405,-43.805326
1547.0375,-43.672215,-43.783469,-43.782297,-43.924679,-43.822132,-43.909594,-43.863371,-43.799329,-43.807145
1547.0406,-43.718615,-43.757048,-43.77235,-43.900713,-43.799825,-43.923766,-43.87665,-43.802234,-43.81285
1547.0438,-43.767441,-43.733195,-43.766533,-43.873496,-43.779335,-43.937748,-43.891716,-43.809135,-43.822305
1547.0469,-43.815536,-43.713424,-43.765381,-43.843786,-43.76158,-43.950476,-43.9077,-43.819828,-43.83515
1547.05,-43.859569,-43.699092,-43.769209,-43.812536,-43.747412,-43.960805,-43.92356,-43.833872,-43.850788
1547.0531,-43.896256,-43.691314,-43.778071,-43.780856,-43.737569,-43.967577,-43.938115,-43.850584,-43.868388
1547.0563,-43.922607,-43.690874,-43.791721,-43.749956,-43.732627,-43.969687,-43.950103,-43.869046,-43.886903
1547.0594,-43.936194,-43.698156,-43.809587,-43.721088,-43.732961,-43.966165,-43.958246,-43.88812,-43.905096
1547.0625,-43.935386,-43.713085,-43.830758,-43.695485,-43.7387,-43.956257,-43.961335,-43.906491,-43.921589
1547.0656,-43.919531,-43.735077,-43.85399,-43.674297,-43.749704,-43.939492,-43.958311,-43.922716,-43.934934
1547.0687,-43.889045,-43.763015,-43.877727,-43.658532,-43.765532,-43.915741,-43.948355,-43.935299,-43.943689
1547.0719,-43.845395,-43.795241,-43.900157,-43.648999,-43.785431,-43.885249,-43.930966,-43.942781,-43.946513
1547.075,-43.790977,-43.829582,-43.919286,-43.646257,-43.808339,-43.848642,-43.906013,-43.943834,-43.942267
1547.0781,-43.728913,-43.863419,-43.933053,-43.65057,-43.832893,-43.806905,-43.873776,-43.937371,-43.93011
1547.0812,-43.662801,-43.893799,-43.939458,-43.661865,-43.857472,-43.76134,-43.834947,-43.922633,-43.909579
1547.0844,-43.596445,-43.917598,-43.936716,-43.679702,-43.880257,-43.713496,-43.790603,-43.899273,-43.880648
1547.0875,-43.533607,-43.931745,-43.923409,-43.703251,-43.899312,-43.66509,-43.742157,-43.867405,-43.843754
1547.0906,-43.47779,-43.933466,-43.898631,-43.731285,-43.912697,-43.61792,-43.691275,-43.827619,-43.799792
1547.0938,-43.43207,-43.920557,-43.862093,-43.762188,-43.918594,-43.573778,-43.639797,-43.780963,-43.750071
1547.0969,-43.398966,-43.89162,-43.814187,-43.793988,-43.91545,-43.534367,-43.589633,-43.728889,-43.696239
1547.1,-43.380343,-43.846253,-43.755989,-43.824426,-43.902106,-43.501226,-43.54268,-43.673174,-43.640198
1547.1031,-43.377344,-43.785137,-43.689204,-43.851048,-43.877916,-43.47567,-43.500727,-43.615813,-43.583996
1547.1063,-43.390333,-43.710023,-43.616064,-43.871342,-43.842827,-43.458724,-43.465386,-43.558922,-43.529721
1547.1094,-43.418852,-43.62361,-43.539189,-43.882901,-43.797408,-43.451085,-43.438023,-43.504622,-43.479405
1547.1125,-43.461585,-43.529344,-43.46143,-43.883612,-43.742836,-43.45307,-43.419703,-43.454948,-43.434937
1547.1156,-43.516344,-43.431161,-43.385713,-43.871832,-43.680828,-43.464585,-43.411139,-43.411759,-43.39798
1547.1188,-43.580069,-43.33323,-43.314896,-43.846561,-43.613531,-43.485089,-43.412657,-43.376665,-43.369916
1547.1219,-43.648894,-43.239705,-43.251642,-43.807559,-43.543394,-43.513572,-43.424152,-43.350972,-43.351787
1547.125,-43.718266,-43.154521,-43.198328,-43.755396,-43.473019,-43.548545,-43.44506,-43.335624,-43.344251
1547.1281,-43.783166,-43.08123,-43.156953,-43.691439,-43.405029,-43.588041,-43.474334,-43.331165,-43.347545
1547.1312,-43.838427,-43.022883,-43.129087,-43.617756,-43.341942,-43.629655,-43.51043,-43.337699,-43.361448
1547.1344,-43.87916,-42.981941,-43.115809,-43.536979,-43.286064,-43.670609,-43.551313,-43.354858,-43.38525
1547.1375,-43.901224,-42.960204,-43.117662,-43.452116,-43.239408,-43.707866,-43.594494,-43.381767,-43.417729
1547.1406,-43.901707,-42.958751,-43.134601,-43.366367,-43.203628,-43.738295,-43.637095,-43.41703,-43.457141
1547.1437,-43.879297,-42.977866,-43.165945,-43.282942,-43.179964,-43.758875,-43.675972,-43.458718,-43.501226
1547.1469,-43.834498,-43.016955,-43.21032,-43.204907,-43.169204,-43.76693,-43.707881,-43.504389,-43.547256
1547.15,-43.769615,-43.074449,-43.265613,-43.135059,-43.171637,-43.760373,-43.729692,-43.551141,-43.59211
1547.1531,-43.688523,-43.147692,-43.328944,-43.075833,-43.187023,-43.737918,-43.738639,-43.59571,-43.632417
1547.1562,-43.596275,-43.232843,-43.396667,-43.029233,-43.21455,-43.699236,-43.73257,-43.634625,-43.664741
1547.1594,-43.498621,-43.324811,-43.464441,-42.996781,-43.252805,-43.645019,-43.710171,-43.664418,-43.685825
1547.1625,-43.401534,-43.417279,-43.527372,-42.979482,-43.29975,-43.57694,-43.671129,-43.681885,-43.692859
1547.1656,-43.310791,-43.502875,-43.580269,-42.977781,-43.352719,-43.497525,-43.616191,-43.684362,-43.683755
1547.1688,-43.231652,-43.573541,-43.618004,-42.99153,-43.408459,-43.40995,-43.547122,-43.669998,-43.657371
1547.1719,-43.168627,-43.621151,-43.63596,-43.01994,-43.463212,-43.317802,-43.466564,-43.637964,-43.613662
1547.175,-43.125326,-43.638332,-43.630517,-43.061542,-43.512878,-43.224835,-43.377824,-43.588576,-43.553717
1547.1781,-43.104351,-43.619398,-43.599489,-43.114143,-43.553248,-43.13475,-43.284615,-43.523292,-43.479682
1547.1813,-43.107215,-43.561197,-43.542429,-43.174809,-43.580312,-43.051016,-43.190812,-43.4446,-43.394579
1547.1844,-43.13425,-43.463649,-43.460731,-43.239875,-43.590613,-42.976735,-43.100217,-43.355804,-43.302059
1547.1875,-43.184504,-43.329824,-43.357496,-43.30503,-43.581606,-42.914543,-43.016381,-43.260759,-43.206122
1547.1906,-43.255618,-43.165539,-43.237209,-43.365471,-43.551958,-42.866551,-42.942463,-43.163584,-43.110857
1547.1937,-43.343688,-42.978575,-43.10529,-43.416167,-43.501736,-42.834298,-42.881143,-43.068403,-43.020208
1547.1969,-43.443171,-42.77776,-42.967603,-43.45223,-43.43244,-42.818718,-42.834551,-42.979129,-42.937801
1547.2,-43.546868,-42.572095,-42.830017,-43.469353,-43.346873,-42.820094,-42.804232,-42.899302,-42.866815
1547.2031,-43.646093,-42.370076,-42.698059,-43.464278,-43.248882,-42.838021,-42.791099,-42.831974,-42.8099
1547.2062,-43.731116,-42.179255,-42.576666,-43.435204,-43.143012,-42.871341,-42.7954,-42.77964,-42.76912
1547.2094,-43.791942,-42.006032,-42.470046,-43.382047,-43.034141,-42.918082,-42.816656,-42.744189,-42.745916
1547.2125,-43.819419,-41.855596,-42.381609,-43.306502,-42.927154,-42.975404,-42.853604,-42.726863,-42.741062
1547.2156,-43.806526,-41.731976,-42.31394,-43.211885,-42.826667,-43.039568,-42.904116,-42.728214,-42.754615
1547.2188,-43.749543,-41.63813,-42.268796,-43.10279,-42.73684,-43.105957,-42.965134,-42.748049,-42.785846
1547.2219,-43.648773,-41.576032,-42.24709,-42.984652,-42.661246,-43.169203,-43.032633,-42.785349,-42.833155
1547.225,-43.50858,-41.546728,-42.248862,-42.863274,-42.602802,-43.223423,-43.101641,-42.838179,-42.893973
1547.2281,-43.336716,-41.550349,-42.27321,-42.744421,-42.56372,-43.262618,-43.166371,-42.903582,-42.964671
1547.2313,-43.143185,-41.586051,-42.318193,-42.6335,-42.545474,-43.281201,-43.220495,-42.977497,-43.040515
1547.2344,-42.938951,-41.651898,-42.380705,-42.535337,-42.54875,-43.274609,-43.257583,-43.054731,-43.115698
1547.2375,-42.734819,-41.744686,-42.45635,-42.454053,-42.57337,-43.239894,-43.271706,-43.129027,-43.183514
1547.2406,-42.540627,-41.85973,-42.539366,-42.392998,-42.618189,-43.176169,-43.258112,-43.193303,-43.236719
1547.2438,-42.364785,-41.990656,-42.62264,-42.354713,-42.680951,-43.084792,-43.21388,-43.240098,-43.268111
1547.2469,-42.214099,-42.129283,-42.697927,-42.340904,-42.758122,-42.969248,-43.138378,-43.262235,-43.271277
1547.25,-42.093777,-42.26571,-42.756316,-42.352375,-42.844743,-42.834752,-43.033423,-43.253639,-43.241429
1547.2531,-42.007517,-42.388735,-42.78901,-42.388932,-42.934338,-42.687682,-42.903093,-43.210182,-43.176123
1547.2562,-41.957631,-42.486744,-42.788347,-42.449209,-43.018976,-42.53497,-42.753234,-43.130348,-43.075698
1547.2594,-41.945127,-42.549056,-42.748908,-42.530449,-43.089568,-42.38356,-42.590811,-43.015537,-42.943297
1547.2625,-41.969764,-42.567553,-42.668448,-42.628218,-43.136501,-42.239999,-42.423233,-42.869924,-42.784464
1547.2656,-42.030043,-42.538208,-42.548364,-42.736128,-43.150611,-42.110187,-42.257779,-42.699907,-42.606434
1547.2687,-42.123165,-42.462023,-42.393562,-42.845639,-43.124405,-41.999267,-42.101202,-42.513302,-42.41731
1547.2719,-42.24497,-42.345034,-42.211758,-42.946087,-43.053277,-41.911606,-41.959489,-42.318497,-42.225301
1547.275,-42.389903,-42.197399,-42.012439,-43.02512,-42.936381,-41.850848,-41.837793,-42.123728,-42.038139
1547.2781,-42.551033,-42.031905,-41.805777,-43.069702,-42.776876,-41.819976,-41.74045,-41.93657,-41.862727
1547.2812,-42.720173,-41.862365,-41.601718,-43.067722,-42.581455,-41.821354,-41.67107,-41.763657,-41.704988
1547.2844,-42.88809,-41.702318,-41.409375,-43.009973,-42.359316,-41.856729,-41.632632,-41.610598,-41.569865
1547.2875,-43.044708,-41.56418,-41.23673,-42.891992,-42.120901,-41.927133,-41.627566,-41.482036,-41.461432
1547.2906,-43.179149,-41.45884,-41.090574,-42.715109,-41.876726,-42.032681,-41.657787,-41.381778,-41.383032
1547.2938,-43.279313,-41.39555,-40.97662,-42.486282,-41.636516,-42.172204,-41.724639,-41.312959,-41.337436
1547.2969,-43.3308,-41.381932,-40.899687,-42.216784,-41.408712,-42.342693,-41.828734,-41.278191,-41.326964
