wavelength_nm,power_0_mW_dbm,power_17_mW_dbm,power_73_mW_dbm,power_131_mW_dbm,power_188_mW_dbm,power_244_mW_dbm,power_296_mW_dbm,power_344_mW_dbm,power_367_mW_dbm
1550.2219,-43.996973,-43.990438,-43.99845,-41.229694,-40.514605,-41.494843,-40.530875,-41.717514,-41.695013
1550.225,-43.997824,-43.989842,-43.998704,-41.283706,-40.546234,-41.460287,-40.553378,-41.737556,-41.655946
1550.2281,-43.998359,-43.98949,-43.998947,-41.336873,-40.577989,-41.42424,-40.57717,-41.755984,-41.614717
1550.2313,-43.998551,-43.989401,-43.999167,-41.388788,-40.610025,-41.387,-40.60207,-41.772667,-41.571665
1550.2344,-43.998392,-43.989579,-43.999351,-41.439077,-40.642491,-41.348858,-40.627911,-41.787475,-41.527142
1550.2375,-43.997892,-43.990015,-43.999483,-41.487411,-40.675523,-41.310101,-40.654537,-41.800283,-41.481508
1550.2406,-43.997083,-43.990683,-43.999548,-41.533519,-40.709242,-41.271,-40.681809,-41.810974,-41.43513
1550.2438,-43.996012,-43.991545,-43.999529,-41.577197,-40.743748,-41.23181,-40.709608,-41.819442,-41.38837
1550.2469,-43.99474,-43.992553,-43.999413,-41.618318,-40.779114,-41.192765,-40.737835,-41.825592,-41.341588
1550.25,-43.993342,-43.993651,-43.999191,-41.656836,-40.815384,-41.154077,-40.766415,-41.829347,-41.29513
1550.2531,-43.991895,-43.994775,-43.998854,-41.692787,-40.85257,-41.115931,-40.795292,-41.830646,-41.249332
1550.2562,-43.990482,-43.995865,-43.998402,-41.726288,-40.89065,-41.078481,-40.824436,-41.829445,-41.204506
1550.2594,-43.989183,-43.996858,-43.997839,-41.757528,-40.929567,-41.041855,-40.853835,-41.825719,-41.160947
1550.2625,-43.988069,-43.9977,-43.997174,-41.786765,-40.969229,-41.006147,-40.883498,-41.81946,-41.118921
1550.2656,-43.987202,-43.998344,-43.996425,-41.81431,-41.00951,-40.971423,-40.91345,-41.810676,-41.078669
1550.2687,-43.986631,-43.998755,-43.995613,-41.840518,-41.050249,-40.937717,-40.943726,-41.799391,-41.040403
1550.2719,-43.986387,-43.99891,-43.994765,-41.86577,-41.091254,-40.905034,-40.974374,-41.785642,-41.004301
1550.275,-43.986482,-43.998803,-43.99391,-41.890463,-41.132305,-40.873351,-41.005444,-41.76948,-40.970514
1550.2781,-43.986911,-43.998439,-43.993084,-41.914993,-41.173155,-40.842624,-41.036989,-41.750961,-40.939157
1550.2812,-43.98765,-43.997841,-43.992318,-41.939742,-41.213535,-40.812784,-41.069056,-41.730155,-40.910317
1550.2844,-43.988657,-43.997044,-43.991647,-41.965066,-41.25316,-40.783746,-41.101686,-41.707135,-40.884047
1550.2875,-43.989875,-43.996092,-43.991101,-41.99128,-41.29173,-40.755412,-41.134908,-41.681982,-40.860371
1550.2906,-43.991239,-43.995041,-43.990705,-42.018656,-41.328939,-40.727676,-41.168736,-41.654781,-40.839286
1550.2938,-43.992671,-43.99395,-43.990481,-42.047409,-41.364478,-40.700428,-41.203165,-41.625624,-40.820761
1550.2969,-43.994092,-43.99288,-43.99044,-42.077691,-41.398041,-40.673559,-41.238171,-41.594606,-40.80474
1550.3,-43.995426,-43.991891,-43.990587,-42.109591,-41.429331,-40.646967,-41.273706,-41.561831,-40.791147
1550.3031,-43.996598,-43.99104,-43.990917,-42.143131,-41.458065,-40.620563,-41.309699,-41.52741,-40.779888
1550.3063,-43.997546,-43.990373,-43.991417,-42.178264,-41.483978,-40.594271,-41.346053,-41.491463,-40.770851
1550.3094,-43.998217,-43.989928,-43.992064,-42.214876,-41.506833,-40.568037,-41.382649,-41.454119,-40.763913
1550.3125,-43.998577,-43.98973,-43.992826,-42.252791,-41.526419,-40.541832,-41.419344,-41.41552,-40.758945
1550.3156,-43.998608,-43.989788,-43.993668,-42.291777,-41.542558,-40.515649,-41.455973,-41.375821,-40.75581
1550.3187,-43.998311,-43.9901,-43.994545,-42.331549,-41.555109,-40.489512,-41.492351,-41.335191,-40.754371
1550.3219,-43.997703,-43.990648,-43.995412,-42.371781,-41.563972,-40.463471,-41.528275,-41.293813,-40.754497
1550.325,-43.996823,-43.991401,-43.996221,-42.412116,-41.569085,-40.437605,-41.563529,-41.251884,-40.756058
1550.3281,-43.99572,-43.992317,-43.996928,-42.452175,-41.570431,-40.412018,-41.597886,-41.209615,-40.75894
1550.3312,-43.994458,-43.993345,-43.997489,-42.491574,-41.568033,-40.386839,-41.631109,-41.167231,-40.763037
1550.3344,-43.99311,-43.994428,-43.997869,-42.529937,-41.561959,-40.36222,-41.662961,-41.124965,-40.768261
1550.3375,-43.991751,-43.995506,-43.99804,-42.566905,-41.552315,-40.338326,-41.693202,-41.083063,-40.774541
1550.3406,-43.990457,-43.996518,-43.997983,-42.602156,-41.539249,-40.315342,-41.721598,-41.041774,-40.781825
1550.3438,-43.989302,-43.997408,-43.997689,-42.635414,-41.522941,-40.293455,-41.74792,-41.001352,-40.790081
1550.3469,-43.98835,-43.998128,-43.997162,-42.66646,-41.503606,-40.272862,-41.771952,-40.962049,-40.799297
1550.35,-43.987653,-43.998638,-43.996418,-42.695141,-41.481484,-40.253757,-41.793489,-40.924117,-40.809479
1550.3531,-43.987249,-43.99891,-43.995481,-42.72138,-41.456842,-40.236329,-41.812343,-40.8878,-40.820655
1550.3563,-43.987162,-43.998929,-43.994389,-42.745172,-41.429962,-40.220759,-41.828346,-40.853331,-40.832864
1550.3594,-43.987394,-43.998696,-43.993184,-42.766591,-41.401139,-40.207215,-41.841348,-40.820932,-40.846165
1550.3625,-43.987933,-43.998225,-43.991918,-42.785784,-41.370676,-40.195846,-41.851222,-40.790808,-40.860623
1550.3656,-43.988749,-43.997541,-43.990644,-42.802962,-41.338876,-40.186785,-41.857865,-40.763147,-40.876314
1550.3688,-43.989795,-43.996685,-43.98942,-42.818397,-41.306038,-40.18014,-41.861196,-40.738115,-40.893317
1550.3719,-43.991014,-43.995704,-43.988298,-42.832406,-41.272453,-40.175993,-41.861162,-40.715855,-40.911715
1550.375,-43.992337,-43.994654,-43.98733,-42.845342,-41.238394,-40.174403,-41.857734,-40.696487,-40.931584
1550.3781,-43.993693,-43.993593,-43.986559,-42.857578,-41.204119,-40.175398,-41.850912,-40.680106,-40.952997
1550.3812,-43.995005,-43.99258,-43.98602,-42.869494,-41.169858,-40.17898,-41.84072,-40.666777,-40.976015
1550.3844,-43.996203,-43.991673,-43.985738,-42.881465,-41.135817,-40.18512,-41.82721,-40.656543,-41.00069
1550.3875,-43.997221,-43.990921,-43.985726,-42.893845,-41.102169,-40.193762,-41.810463,-40.649415,-41.027052
1550.3906,-43.998003,-43.990365,-43.985983,-42.90696,-41.069056,-40.204821,-41.790587,-40.64538,-41.055119
1550.3937,-43.998508,-43.990037,-43.986498,-42.921092,-41.036583,-40.218185,-41.767714,-40.644396,-41.084884
1550.3969,-43.998709,-43.989953,-43.987247,-42.936476,-41.004822,-40.233716,-41.742006,-40.646397,-41.116319
1550.4,-43.998599,-43.99012,-43.988193,-42.953289,-40.973804,-40.251253,-41.713648,-40.65129,-41.149372
1550.4031,-43.998184,-43.990526,-43.989293,-42.971649,-40.943529,-40.270615,-41.68285,-40.658958,-41.183968
1550.4062,-43.99749,-43.991149,-43.990495,-42.99161,-40.913958,-40.2916,-41.649842,-40.669263,-41.220004
1550.4094,-43.996558,-43.991955,-43.991741,-43.013159,-40.885021,-40.313993,-41.614874,-40.682046,-41.257356
1550.4125,-43.995442,-43.9929,-43.992975,-43.036222,-40.856616,-40.337571,-41.578215,-40.69713,-41.295872
1550.4156,-43.994205,-43.99393,-43.994137,-43.060663,-40.828615,-40.3621,-41.540144,-40.714323,-41.335381
1550.4188,-43.992918,-43.994989,-43.995175,-43.086291,-40.800867,-40.387348,-41.500952,-40.733419,-41.375686
1550.4219,-43.991653,-43.996019,-43.996041,-43.112865,-40.773201,-40.413084,-41.460935,-40.754206,-41.416573
1550.425,-43.990481,-43.996963,-43.996696,-43.140105,-40.745436,-40.439086,-41.420392,-40.776462,-41.457812
1550.4281,-43.989468,-43.997771,-43.997111,-43.167697,-40.717383,-40.465145,-41.379617,-40.799967,-41.499156
1550.4313,-43.98867,-43.998397,-43.99727,-43.195309,-40.688852,-40.491069,-41.338902,-40.824499,-41.540347
1550.4344,-43.988131,-43.998809,-43.99717,-43.222601,-40.65966,-40.516688,-41.298526,-40.849843,-41.581121
1550.4375,-43.987881,-43.998985,-43.996819,-43.249239,-40.629639,-40.541858,-41.258755,-40.875792,-41.621207
1550.4406,-43.987933,-43.998917,-43.99624,-43.274902,-40.598635,-40.566465,-41.219839,-40.902154,-41.660333
1550.4437,-43.988283,-43.998609,-43.995464,-43.299304,-40.566525,-40.590423,-41.182004,-40.92875,-41.698233
1550.4469,-43.988912,-43.99808,-43.994534,-43.322197,-40.533211,-40.613683,-41.145457,-40.95542,-41.734642
1550.45,-43.989785,-43.997362,-43.993498,-43.343383,-40.498634,-40.636225,-41.110378,-40.982026,-41.769308
1550.4531,-43.990853,-43.996493,-43.992411,-43.362724,-40.462768,-40.658063,-41.076918,-41.008452,-41.801992
1550.4562,-43.992056,-43.995525,-43.991329,-43.380145,-40.425628,-40.679242,-41.045202,-41.034607,-41.832468
1550.4594,-43.993329,-43.994512,-43.990306,-43.395635,-40.38727,-40.699836,-41.015324,-41.060422,-41.860532
1550.4625,-43.9946,-43.993509,-43.989396,-43.409251,-40.347786,-40.719945,-40.987348,-41.085854,-41.885999
1550.4656,-43.9958,-43.992574,-43.988644,-43.421112,-40.307306,-40.73969,-40.961309,-41.110883,-41.908707
1550.4688,-43.996863,-43.991758,-43.988087,-43.43139,-40.265991,-40.759209,-40.937212,-41.135512,-41.92852
1550.4719,-43.997732,-43.991105,-43.987753,-43.440308,-40.224029,-40.778654,-40.915033,-41.159762,-41.945326
1550.475,-43.998359,-43.990653,-43.98766,-43.448126,-40.181634,-40.798185,-40.89472,-41.183672,-41.95904
1550.4781,-43.998711,-43.990425,-43.987811,-43.455132,-40.139034,-40.817965,-40.876197,-41.207295,-41.969607
1550.4813,-43.99877,-43.990435,-43.988201,-43.461628,-40.096465,-40.838155,-40.859362,-41.230697,-41.976996
1550.4844,-43.998536,-43.99068,-43.988811,-43.467916,-40.054169,-40.858912,-40.844096,-41.25395,-41.981206
1550.4875,-43.998023,-43.991147,-43.989613,-43.474295,-40.012384,-40.880381,-40.830259,-41.277132,-41.982261
1550.4906,-43.997261,-43.991811,-43.990569,-43.481038,-39.971339,-40.902692,-40.817696,-41.300322,-41.980213
1550.4938,-43.996296,-43.992633,-43.991635,-43.488393,-39.931247,-40.92596,-40.806244,-41.323598,-41.975139
1550.4969,-43.995182,-43.99357,-43.992763,-43.496567,-39.892302,-40.950278,-40.795728,-41.34703,-41.967139
1550.5,-43.993983,-43.994569,-43.993903,-43.505726,-39.854674,-40.975715,-40.785976,-41.370684,-41.956336
1550.5031,-43.992766,-43.995575,-43.995004,-43.515983,-39.818502,-41.002317,-40.776813,-41.394614,-41.942876
1550.5062,-43.9916,-43.996534,-43.996021,-43.527403,-39.783899,-41.030102,-40.76807,-41.418862,-41.926922
1550.5094,-43.990551,-43.997394,-43.996911,-43.539995,-39.750941,-41.059061,-40.75959,-41.443458,-41.908653
1550.5125,-43.989676,-43.998108,-43.99764,-43.553718,-39.719673,-41.089156,-40.751229,-41.468413,-41.888265
1550.5156,-43.989024,-43.998637,-43.998184,-43.568482,-39.690102,-41.120322,-40.742862,-41.493725,-41.865965
1550.5187,-43.988632,-43.998955,-43.998526,-43.584149,-39.662204,-41.152467,-40.734382,-41.519373,-41.841968
1550.5219,-43.98852,-43.999046,-43.998662,-43.600544,-39.63592,-41.185472,-40.725711,-41.545319,-41.816497
1550.525,-43.988694,-43.998905,-43.998597,-43.617461,-39.611157,-41.219192,-40.716795,-41.571507,-41.78978
1550.5281,-43.989145,-43.998543,-43.998347,-43.634668,-39.587796,-41.253461,-40.707609,-41.597865,-41.762042
1550.5312,-43.989846,-43.997982,-43.997936,-43.651917,-39.565689,-41.28809,-40.698156,-41.624303,-41.733511
1550.5344,-43.990759,-43.997255,-43.997396,-43.668958,-39.544667,-41.322874,-40.688469,-41.650716,-41.704406
1550.5375,-43.991833,-43.996403,-43.996763,-43.685544,-39.52454,-41.357594,-40.678609,-41.676983,-41.674942
1550.5406,-43.993008,-43.995476,-43.996078,-43.70144,-39.505107,-41.392019,-40.668665,-41.70297,-41.64532
1550.5438,-43.99422,-43.994524,-43.995384,-43.716438,-39.486159,-41.425913,-40.658748,-41.728532,-41.615734
1550.5469,-43.995401,-43.993603,-43.99472,-43.730356,-39.467482,-41.459034,-40.648991,-41.753511,-41.58636
1550.55,-43.996487,-43.992764,-43.994126,-43.743052,-39.44887,-41.491144,-40.639549,-41.777743,-41.557358
1550.5531,-43.997418,-43.992053,-43.993633,-43.754426,-39.430123,-41.522012,-40.630586,-41.801057,-41.528871
1550.5563,-43.998144,-43.99151,-43.993268,-43.764424,-39.41106,-41.551413,-40.62228,-41.823275,-41.501022
1550.5594,-43.998626,-43.991164,-43.99305,-43.773035,-39.391522,-41.57914,-40.614814,-41.844221,-41.473915
1550.5625,-43.998839,-43.991035,-43.99299,-43.780297,-39.371377,-41.605001,-40.608376,-41.863717,-41.447633
1550.5656,-43.998772,-43.991129,-43.993089,-43.786289,-39.350523,-41.628825,-40.603147,-41.881586,-41.422236
1550.5687,-43.998432,-43.991441,-43.993341,-43.791128,-39.328897,-41.650465,-40.599308,-41.897658,-41.397764
1550.5719,-43.997838,-43.991953,-43.993731,-43.794963,-39.30647,-41.6698,-40.597026,-41.91177,-41.374235
1550.575,-43.997027,-43.992636,-43.994239,-43.797969,-39.283254,-41.686734,-40.596458,-41.923768,-41.351649
1550.5781,-43.996043,-43.993452,-43.994838,-43.800336,-39.259299,-41.701202,-40.597746,-41.933511,-41.329983
1550.5812,-43.994945,-43.994357,-43.995497,-43.802267,-39.23469,-41.713162,-40.601011,-41.940869,-41.309199
1550.5844,-43.993794,-43.995301,-43.996185,-43.803961,-39.209549,-41.722604,-40.606355,-41.945733,-41.289241
1550.5875,-43.992654,-43.99623,-43.996868,-43.805616,-39.184026,-41.72954,-40.613858,-41.948007,-41.270039
1550.5906,-43.99159,-43.997096,-43.997517,-43.807411,-39.158295,-41.734011,-40.623577,-41.947618,-41.251512
1550.5938,-43.990662,-43.99785,-43.998102,-43.80951,-39.132551,-41.736076,-40.635542,-41.944514,-41.233567
1550.5969,-43.98992,-43.998452,-43.998602,-43.812048,-39.107003,-41.735818,-40.649759,-41.938664,-41.216107
1550.6,-43.989406,-43.998871,-43.998997,-43.815134,-39.081866,-41.733334,-40.666208,-41.930062,-41.199031
1550.6031,-43.989148,-43.999083,-43.999279,-43.818845,-39.057355,-41.728738,-40.684843,-41.918724,-41.182238
1550.6063,-43.989161,-43.999081,-43.999441,-43.823225,-39.03368,-41.722155,-40.705595,-41.904693,-41.16563
1550.6094,-43.989442,-43.998864,-43.999487,-43.828285,-39.011042,-41.713719,-40.728369,-41.888035,-41.149114
1550.6125,-43.989976,-43.998448,-43.999426,-43.834004,-38.989625,-41.703572,-40.75305,-41.868841,-41.132611
1550.6156,-43.990733,-43.997857,-43.999272,-43.840332,-38.969591,-41.691856,-40.779499,-41.847224,-41.116053
1550.6188,-43.991671,-43.997125,-43.999045,-43.847193,-38.951079,-41.678717,-40.807563,-41.82332,-41.099386
1550.6219,-43.992737,-43.996295,-43.998765,-43.854486,-38.934201,-41.664297,-40.83707,-41.797285,-41.08258
1550.625,-43.993874,-43.995415,-43.998457,-43.862094,-38.919038,-41.648736,-40.867838,-41.769296,-41.06562
1550.6281,-43.995017,-43.994533,-43.998146,-43.869885,-38.905641,-41.632166,-40.899676,-41.739544,-41.048517
1550.6312,-43.996104,-43.993701,-43.997853,-43.877721,-38.894028,-41.614712,-40.932387,-41.708235,-41.031305
1550.6344,-43.997076,-43.992963,-43.9976,-43.885461,-38.884183,-41.596489,-40.965773,-41.675588,-41.01404
1550.6375,-43.997879,-43.992363,-43.997402,-43.892966,-38.87606,-41.577599,-40.99964,-41.641828,-40.996804
1550.6406,-43.99847,-43.991932,-43.997272,-43.900107,-38.869583,-41.558133,-41.033798,-41.607187,-40.9797
1550.6437,-43.998818,-43.991696,-43.997217,-43.906765,-38.864645,-41.538165,-41.06807,-41.571899,-40.962852
1550.6469,-43.998905,-43.991665,-43.997237,-43.912839,-38.861113,-41.517753,-41.102292,-41.536197,-40.946402
1550.65,-43.998727,-43.991843,-43.99733,-43.918249,-38.858833,-41.496941,-41.136317,-41.500309,-40.930512
1550.6531,-43.998296,-43.992218,-43.997486,-43.922936,-38.85763,-41.475752,-41.170019,-41.464458,-40.915355
1550.6562,-43.997639,-43.99277,-43.997691,-43.926864,-38.857315,-41.454195,-41.20329,-41.428855,-40.901113
1550.6594,-43.996792,-43.993467,-43.997931,-43.930021,-38.857692,-41.432259,-41.236047,-41.393698,-40.887977
1550.6625,-43.995805,-43.994271,-43.998186,-43.932422,-38.858558,-41.409916,-41.268229,-41.35917,-40.87614
1550.6656,-43.994734,-43.995137,-43.998438,-43.9341,-38.859714,-41.387125,-41.299798,-41.325438,-40.865795
1550.6688,-43.993638,-43.996018,-43.998667,-43.935112,-38.860969,-41.363826,-41.330735,-41.292647,-40.857131
1550.6719,-43.992581,-43.996864,-43.998857,-43.93553,-38.862146,-41.339951,-41.361041,-41.260922,-40.850329
1550.675,-43.991621,-43.997629,-43.998994,-43.935442,-38.863089,-41.315419,-41.390733,-41.230368,-40.845561
1550.6781,-43.990811,-43.998272,-43.999066,-43.934948,-38.863665,-41.290144,-41.419842,-41.201063,-40.842983
1550.6813,-43.990196,-43.998757,-43.999068,-43.934154,-38.863772,-41.264036,-41.448407,-41.173067,-40.842737
1550.6844,-43.989811,-43.999059,-43.999,-43.933168,-38.863342,-41.237003,-41.476474,-41.146412,-40.844945
1550.6875,-43.989676,-43.999163,-43.998863,-43.9321,-38.86234,-41.208963,-41.504089,-41.121112,-40.849708
1550.6906,-43.989799,-43.999063,-43.998668,-43.931055,-38.860771,-41.179837,-41.531298,-41.097157,-40.857108
1550.6937,-43.990172,-43.998768,-43.998426,-43.93013,-38.858674,-41.149564,-41.558141,-41.074518,-40.867197
1550.6969,-43.990774,-43.998294,-43.998154,-43.929414,-38.856124,-41.118097,-41.584649,-41.053149,-40.880009
1550.7,-43.991572,-43.99767,-43.997869,-43.92898,-38.853228,-41.085411,-41.610841,-41.032988,-40.895546
1550.7031,-43.992521,-43.996931,-43.99759,-43.928891,-38.850123,-41.051507,-41.636722,-41.013959,-40.913789
1550.7062,-43.993568,-43.996121,-43.997338,-43.92919,-38.846967,-41.016412,-41.662282,-40.995979,-40.934689
1550.7094,-43.994657,-43.995284,-43.997129,-43.929906,-38.84394,-40.98018,-41.687494,-40.978956,-40.958174
1550.7125,-43.995726,-43.994468,-43.996979,-43.93105,-38.841231,-40.942899,-41.712313,-40.962797,-40.984146
1550.7156,-43.996717,-43.993719,-43.9969,-43.932615,-38.839038,-40.904684,-41.736676,-40.947409,-41.012482
1550.7188,-43.997576,-43.993079,-43.996899,-43.934579,-38.837558,-40.865678,-41.760502,-40.932705,-41.043037
1550.7219,-43.998256,-43.992584,-43.996978,-43.936906,-38.836983,-40.826054,-41.783697,-40.918605,-41.075645
1550.725,-43.99872,-43.99226,-43.997135,-43.939545,-38.837492,-40.786005,-41.80615,-40.905041,-41.110122
1550.7281,-43.998944,-43.992127,-43.997361,-43.942433,-38.83925,-40.745747,-41.827736,-40.89196,-41.146266
1550.7313,-43.998918,-43.99219,-43.997643,-43.9455,-38.8424,-40.705511,-41.848322,-40.879328,-41.183862
1550.7344,-43.998643,-43.992447,-43.997966,-43.948667,-38.847059,-40.665538,-41.867765,-40.867129,-41.222685
1550.7375,-43.998138,-43.992882,-43.998307,-43.951853,-38.853317,-40.626077,-41.885916,-40.85537,-41.262504
1550.7406,-43.997431,-43.993471,-43.998646,-43.954974,-38.861232,-40.587375,-41.902621,-40.84408,-41.30308
1550.7438,-43.996563,-43.994182,-43.998959,-43.957949,-38.870833,-40.549678,-41.917728,-40.833309,-41.344178
1550.7469,-43.995584,-43.994974,-43.999223,-43.9607,-38.88211,-40.513219,-41.931083,-40.823133,-41.385563
1550.75,-43.994549,-43.995804,-43.99942,-43.963159,-38.895025,-40.478221,-41.942537,-40.813644,-41.427006
1550.7531,-43.993517,-43.996626,-43.99953,-43.965263,-38.909504,-40.444885,-41.951944,-40.804958,-41.468289
1550.7562,-43.992546,-43.997394,-43.999542,-43.966966,-38.92544,-40.413392,-41.959168,-40.797205,-41.509203
1550.7594,-43.991689,-43.998066,-43.999448,-43.968231,-38.9427,-40.3839,-41.964081,-40.79053,-41.549554
1550.7625,-43.990994,-43.998606,-43.999246,-43.969037,-38.961122,-40.356536,-41.966565,-40.785086,-41.589162
1550.7656,-43.9905,-43.998983,-43.998941,-43.96938,-38.980521,-40.3314,-41.966515,-40.781037,-41.627862
1550.7687,-43.990234,-43.999179,-43.998542,-43.96927,-39.000696,-40.30856,-41.963838,-40.778548,-41.665507
1550.7719,-43.990211,-43.999183,-43.998067,-43.968732,-39.02143,-40.288053,-41.95846,-40.777782,-41.701966
1550.775,-43.99043,-43.998996,-43.997534,-43.967807,-39.042503,-40.269884,-41.950319,-40.778899,-41.737123
1550.7781,-43.990881,-43.998629,-43.996969,-43.966547,-39.063691,-40.254027,-41.939375,-40.782052,-41.770876
1550.7812,-43.991537,-43.998104,-43.996399,-43.965017,-39.084778,-40.240427,-41.925605,-40.787381,-41.803137
1550.7844,-43.992362,-43.997452,-43.995851,-43.96329,-39.105561,-40.228997,-41.909008,-40.79501,-41.833829
1550.7875,-43.99331,-43.996709,-43.995353,-43.961444,-39.125858,-40.219626,-41.889605,-40.805047,-41.862886
1550.7906,-43.994329,-43.995917,-43.99493,-43.959563,-39.145511,-40.212178,-41.867442,-40.81758,-41.890249
1550.7938,-43.995363,-43.995121,-43.994605,-43.957729,-39.164395,-40.206497,-41.842589,-40.832672,-41.915865
1550.7969,-43.996353,-43.994366,-43.994394,-43.956024,-39.182418,-40.202408,-41.815142,-40.850364,-41.939689
1550.8,-43.997247,-43.993694,-43.994309,-43.954522,-39.199531,-40.199725,-41.785221,-40.870669,-41.961677
1550.8031,-43.997996,-43.993143,-43.994356,-43.953289,-39.215724,-40.198252,-41.752976,-40.893575,-41.981792
1550.8063,-43.998558,-43.992742,-43.994531,-43.952382,-39.231026,-40.19779,-41.718578,-40.919038,-41.999998
1550.8094,-43.998903,-43.992515,-43.994828,-43.951843,-39.245509,-40.198142,-41.682226,-40.946992,-42.016264
1550.8125,-43.999015,-43.992473,-43.995231,-43.951703,-39.25928,-40.199116,-41.644139,-40.977338,-42.030562
1550.8156,-43.998888,-43.992619,-43.995718,-43.951974,-39.27248,-40.200533,-41.604556,-41.009952,-42.04287
1550.8187,-43.99853,-43.992945,-43.996264,-43.952653,-39.285277,-40.202232,-41.563735,-41.044683,-42.053171
1550.8219,-43.997964,-43.993431,-43.99684,-43.953722,-39.297863,-40.20407,-41.521946,-41.081356,-42.061453
1550.825,-43.997221,-43.994051,-43.997414,-43.955148,-39.310443,-40.205931,-41.479469,-41.119773,-42.067714
1550.8281,-43.996344,-43.994771,-43.997956,-43.956883,-39.323232,-40.207728,-41.436592,-41.159714,-42.071957
1550.8312,-43.995384,-43.995549,-43.998434,-43.958867,-39.336444,-40.209403,-41.393601,-41.200942,-42.074196
1550.8344,-43.994394,-43.996345,-43.998822,-43.961031,-39.350291,-40.210932,-41.350782,-41.243208,-42.074454
1550.8375,-43.99343,-43.997112,-43.999097,-43.963297,-39.364969,-40.212322,-41.30841,-41.286248,-42.072762
1550.8406,-43.992546,-43.99781,-43.999241,-43.965584,-39.380658,-40.213612,-41.266752,-41.329793,-42.069159
1550.8438,-43.991791,-43.9984,-43.999245,-43.967811,-39.397514,-40.214873,-41.226058,-41.373572,-42.063694
1550.8469,-43.991208,-43.998849,-43.999105,-43.969897,-39.415666,-40.216201,-41.186557,-41.417311,-42.056421
1550.85,-43.990827,-43.999134,-43.998826,-43.971771,-39.435209,-40.217718,-41.148459,-41.460743,-42.047399
1550.8531,-43.990671,-43.99924,-43.998419,-43.973365,-39.456204,-40.219565,-41.111946,-41.503612,-42.036691
1550.8563,-43.990747,-43.999161,-43.997903,-43.974628,-39.478674,-40.2219,-41.077174,-41.54567,-42.024362
1550.8594,-43.991052,-43.998903,-43.997302,-43.975518,-39.502606,-40.224889,-41.044269,-41.586686,-42.010478
1550.8625,-43.991567,-43.998481,-43.996645,-43.976012,-39.527947,-40.228707,-41.013328,-41.62645,-41.995102
1550.8656,-43.992264,-43.997919,-43.995965,-43.976102,-39.554606,-40.233527,-40.984416,-41.664771,-41.978293
1550.8688,-43.993104,-43.99725,-43.995295,-43.975797,-39.582458,-40.239518,-40.957567,-41.701478,-41.960109
1550.8719,-43.994041,-43.996512,-43.994668,-43.975122,-39.611344,-40.246838,-40.932784,-41.736429,-41.9406
1550.875,-43.995023,-43.995745,-43.994115,-43.974118,-39.641075,-40.255635,-40.910042,-41.769502,-41.919812
1550.8781,-43.995995,-43.994994,-43.993665,-43.97284,-39.671439,-40.266037,-40.889285,-41.800601,-41.897787
1550.8812,-43.996905,-43.994299,-43.99334,-43.971352,-39.702207,-40.27815,-40.870433,-41.829654,-41.874559
1550.8844,-43.997702,-43.9937,-43.993156,-43.96973,-39.733136,-40.29206,-40.85338,-41.85661,-41.850161
1550.8875,-43.998343,-43.993231,-43.993123,-43.968053,-39.763979,-40.307824,-40.838002,-41.88144,-41.824624
1550.8906,-43.998793,-43.992916,-43.993241,-43.966402,-39.794495,-40.325472,-40.824152,-41.904135,-41.797979
1550.8937,-43.999029,-43.992773,-43.993505,-43.964856,-39.824451,-40.345004,-40.811675,-41.924704,-41.770257
1550.8969,-43.999039,-43.99281,-43.993902,-43.963491,-39.853636,-40.366392,-40.800401,-41.943171,-41.741497
1550.9,-43.998823,-43.993025,-43.994411,-43.962374,-39.881868,-40.389578,-40.790157,-41.959574,-41.711743
1550.9031,-43.998395,-43.993405,-43.995006,-43.961562,-39.908995,-40.414475,-40.780768,-41.973962,-41.681047
1550.9062,-43.99778,-43.993929,-43.995658,-43.961097,-39.934909,-40.440969,-40.772062,-41.986395,-41.649475
1550.9094,-43.997014,-43.994569,-43.996334,-43.961008,-39.959544,-40.46892,-40.763876,-41.996942,-41.617104
1550.9125,-43.996139,-43.995288,-43.997,-43.961309,-39.982883,-40.498165,-40.756057,-42.005676,-41.584027
1550.9156,-43.995206,-43.996047,-43.997623,-43.961996,-40.004957,-40.52852,-40.748471,-42.012679,-41.550352
1550.9188,-43.994268,-43.996804,-43.998172,-43.96305,-40.025843,-40.559786,-40.741003,-42.018033,-41.516202
1550.9219,-43.993376,-43.997517,-43.99862,-43.964438,-40.045665,-40.591751,-40.733561,-42.021826,-41.481715
1550.925,-43.99258,-43.998148,-43.998947,-43.966112,-40.064586,-40.624197,-40.726079,-42.024145,-41.447046
1550.9281,-43.991925,-43.998661,-43.999138,-43.968013,-40.082805,-40.656902,-40.718518,-42.025077,-41.41236
1550.9313,-43.991448,-43.99903,-43.999184,-43.970074,-40.100549,-40.689647,-40.71087,-42.024709,-41.377835
1550.9344,-43.991173,-43.999234,-43.999087,-43.972223,-40.118063,-40.722221,-40.70315,-42.023127,-41.343657
1550.9375,-43.991118,-43.999263,-43.998853,-43.974383,-40.135607,-40.754428,-40.695405,-42.02041,-41.310018
1550.9406,-43.991283,-43.999116,-43.998496,-43.97648,-40.153443,-40.786089,-40.687706,-42.016635,-41.277112
1550.9437,-43.991659,-43.998803,-43.998038,-43.978443,-40.171827,-40.81705,-40.680147,-42.011872,-41.245134
